passing_yards,passing_epa,passing_cpoe,pacr,roof,surface,temp,wind,is_home,def_tackles_solo_y,def_tackles_with_assist_y,def_tackle_assists_y,def_tackles_for_loss_y,def_tackles_for_loss_yards_y,def_fumbles_forced_y,def_sacks_y,def_sack_yards_y,def_qb_hits_y,def_interceptions_y,def_interception_yards_y,def_pass_defended_y,def_tds_y,def_fumbles_y,def_safeties_y,comp_percent,avg_time_to_throw,aggressiveness,passer_rating,expected_completion_percentage,completion_percentage_above_expectation,cumulative_avg,def_recent_avg_allowed,def_5game_avg_allowed,def_trend,def_consistency
251,-1.8964848527670273,10.85533713683104,1.2487562189054726,outdoors,grass,82.0,4.0,0,43,5,29,2,17,1,2.0,17.0,7,3,0,6,0,0,0,0.775,2.9823999999999993,15.0,80.3125,70.0665,7.433499999999995,242.66666666666666,242.66666666666666,242.66666666666666,0.0,95.77229940506459
202,14.249866356456977,12.977435611761534,0.957345971563981,outdoors,grass,74.0,7.0,0,39,1,37,4,16,0,0.0,0.0,6,0,0,1,0,0,0,0.7142857142857143,2.927285714285714,17.857142857142858,103.57142857142858,63.29071428571428,8.13785714285715,204.0,204.0,204.0,0.0,187.5499933351105
224,8.23080711069923,-1.493738889694214,0.7021943573667712,outdoors,fieldturf,65.0,5.0,0,41,2,18,4,21,1,1.0,15.0,7,0,0,6,0,0,0,0.5945945945945946,2.5928648648648656,10.81081081081081,85.86711711711712,60.27081081081083,-0.8113513513513695,297.0,297.0,297.0,0.0,90.50966799187809
288,11.022880831304771,13.372031185362074,1.051094890510949,outdoors,grass,74.0,7.0,1,41,0,14,6,40,2,7.0,55.0,7,0,0,2,0,0,0,0.7777777777777778,3.0004074074074074,11.11111111111111,148.14814814814815,64.16222222222223,13.61555555555556,140.66666666666666,140.66666666666666,140.66666666666666,0.0,98.89556781440376
233,8.269022356935064,1.1716819015042534,1.0043103448275863,outdoors,grass,88.0,5.0,1,39,3,37,7,21,1,1.0,8.0,2,0,0,2,0,0,0,0.6551724137931034,2.4379310344827583,31.03448275862069,101.6522988505747,60.3906896551724,5.126551724137947,141.33333333333334,141.33333333333334,141.33333333333334,0.0,106.15711626326957
213,10.64952215948613,7.680893937746684,1.9189189189189189,outdoors,a_turf,68.0,7.0,1,44,0,14,2,8,0,2.0,10.0,2,0,0,3,0,0,0,0.7857142857142857,2.6180357142857145,10.714285714285714,134.07738095238096,71.68999999999998,6.881428571428586,251.0,251.0,251.0,0.0,29.698484809834994
218,16.96673510819116,25.015234070665695,1.379746835443038,outdoors,fieldturf,63.0,3.0,1,31,4,32,3,4,1,0.0,0.0,2,0,0,2,0,0,0,0.7777777777777778,2.8213333333333326,0.0,154.16666666666669,72.26555555555557,5.512222222222221,220.0,220.0,220.0,0.0,58.02585630561603
140,-18.071667482451065,0.3612574476462144,1.0852713178294573,dome,sportturf,,,0,40,5,17,7,29,5,4.0,22.0,9,2,87,5,1,0,0,0.7037037037037037,3.080222222222222,11.11111111111111,63.81172839506173,69.1277777777778,1.2425925925925725,172.5,172.5,172.5,0.0,53.033008588991066
159,-0.6186131590061501,-2.625567948116976,0.8983050847457628,outdoors,grass,72.0,7.0,0,33,1,43,4,8,1,1.0,5.0,4,0,0,5,0,0,0,0.6285714285714286,3.070828571428571,11.428571428571429,82.91666666666666,64.7602857142857,-1.9031428571428464,178.5,178.5,178.5,0.0,40.30508652763321
15,-0.8927228087559342,-14.289780457814537,3.0,outdoors,fieldturf,63.0,3.0,1,31,4,32,3,4,1,0.0,0.0,2,0,0,2,0,0,0,0.6666666666666666,,,,,,220.0,220.0,220.0,0.0,58.02585630561603
228,10.818640147236174,1.6586910486221311,1.302857142857143,outdoors,grass,84.0,8.0,0,32,1,19,0,0,0,0.0,0.0,2,0,0,3,0,0,0,0.72,2.806279999999999,12.0,113.41666666666666,73.22040000000001,-1.220400000000012,237.0,237.0,237.0,0.0,86.2670273047588
146,0.1474408378708176,-1.6873112230589895,0.7156862745098039,outdoors,a_turf,68.0,7.0,0,40,0,20,5,15,0,0.0,0.0,1,1,24,3,0,1,0,0.6470588235294118,2.9802058823529407,8.823529411764707,81.25,69.49588235294118,-4.790000000000006,97.33333333333333,97.33333333333333,97.33333333333333,0.0,97.78718389100554
183,-0.9422872209794448,-2.6773711442947388,3.8125,outdoors,grass,79.0,10.0,0,35,6,36,6,26,1,5.0,34.0,7,1,25,2,0,0,0,0.72,2.556,4.0,89.25,73.30799999999999,-1.3079999999999927,169.0,169.0,169.0,0.0,79.19595949289332
300,-2.3949824955743924,-4.159013960096571,0.6993006993006993,dome,matrixturf,,,1,45,1,43,7,37,2,5.0,30.0,14,1,0,7,0,0,0,0.5957446808510638,2.958106382978723,25.53191489361702,76.55141843971633,53.01510638297875,6.559361702127632,214.0,214.0,214.0,0.0,144.2497833620557
226,-0.2115985595299861,5.956184168656667,0.8248175182481752,outdoors,grass,73.0,9.0,1,36,2,28,7,38,1,4.0,24.0,4,0,0,6,0,0,0,0.65625,2.908875,18.75,117.44791666666669,62.30437499999999,3.320625000000007,181.5,181.5,181.5,0.0,9.192388155425117
222,-9.546405788773784,-17.02903438555567,0.7047619047619048,outdoors,grass,85.0,11.0,1,40,0,20,3,16,0,2.0,17.0,5,1,0,7,0,0,0,0.5,2.570425,15.0,56.458333333333336,65.038,-15.037999999999997,230.0,230.0,230.0,0.0,21.213203435596427
284,1.5022151318471164,3.2555606020124337,0.919093851132686,outdoors,grass,72.0,7.0,1,38,1,27,3,9,0,1.0,2.0,8,1,18,4,0,0,1,0.6585365853658537,2.7354,17.073170731707318,83.79065040650406,60.498536585365855,5.355121951219516,271.0,271.0,271.0,0.0,80.61017305526642
121,-2.4837949486153077,-1.299610361456871,0.9097744360902256,outdoors,grass,83.0,5.0,1,34,2,24,4,10,0,1.0,7.0,3,0,0,2,0,0,0,0.6666666666666666,2.6612500000000003,16.666666666666664,78.64583333333334,70.90125,-4.234583333333347,162.5,162.5,162.5,0.0,6.363961030678928
204,-4.190346033706602,1.464213016960356,0.7083333333333334,outdoors,grass,85.0,11.0,0,38,1,21,4,16,1,2.0,20.0,6,2,6,6,0,0,0,0.6578947368421053,2.5265135135135135,5.263157894736842,66.11842105263158,68.93210526315788,-3.142631578947345,157.0,157.0,157.0,0.0,82.54089895318563
218,1.4428194655963993,7.23015505533952,0.6942675159235668,outdoors,fieldturf,63.0,3.0,0,51,2,24,4,13,0,2.0,13.0,8,1,0,7,0,0,0,0.717948717948718,2.7238461538461536,10.256410256410255,83.06623931623932,68.62461538461541,3.1702564102563855,164.0,164.0,164.0,0.0,136.7369737854396
41,-0.7261007607448846,4.929508566856384,0.6119402985074627,outdoors,grass,82.0,4.0,0,43,5,29,2,17,1,2.0,17.0,7,3,0,6,0,0,0,0.6,,,,,,242.66666666666666,242.66666666666666,242.66666666666666,0.0,95.77229940506459
153,-1.5255322747893847,-8.01634334999582,0.5687732342007435,dome,matrixturf,,,0,33,1,17,5,17,0,2.0,6.0,4,0,0,3,0,0,0,0.56,2.75264,8.0,87.58333333333333,63.779999999999994,-7.779999999999987,219.0,219.0,219.0,0.0,55.154328932550705
268,1.4129189930099528,7.905837976270252,1.2946859903381642,outdoors,fieldturf,66.0,5.0,1,49,0,34,6,21,4,5.0,18.0,8,1,0,5,0,0,0,0.7567567567567568,2.6512702702702704,5.405405405405405,102.08333333333331,72.22459459459459,3.4510810810810852,256.5,256.5,256.5,0.0,54.44722215136416
172,-18.804658700747623,-12.546850390294018,0.581081081081081,outdoors,grass,83.0,5.0,0,41,2,22,2,7,1,0.0,0.0,2,2,65,3,1,1,0,0.5,2.8329166666666667,0.0,40.50925925925925,67.48944444444446,-17.48944444444446,142.33333333333334,142.33333333333334,142.33333333333334,0.0,100.37097854127623
298,17.979574728623284,3.6546007863112857,1.192,outdoors,grass,82.0,4.0,1,36,1,23,4,20,0,0.0,0.0,1,0,0,3,0,0,0,0.6785714285714286,3.1980357142857136,3.571428571428571,142.55952380952382,76.82142857142857,-8.964285714285708,301.0,301.0,301.0,0.0,210.71782079359116
29,-3.822981710953172,-29.86959218978882,4.142857142857143,dome,sportturf,,,1,40,1,31,3,10,1,3.0,19.0,5,0,0,1,0,0,0,0.5,,,,,,244.66666666666666,244.66666666666666,244.66666666666666,0.0,62.78800310038004
219,-12.524410886228845,-1.3854862135999344,1.1837837837837837,outdoors,grass,84.0,8.0,1,43,3,19,8,32,0,4.0,23.0,7,1,32,4,1,0,0,0.6052631578947368,2.9734210526315796,2.631578947368421,74.34210526315789,63.39184210526315,-2.8655263157894666,117.33333333333333,117.33333333333333,117.33333333333333,0.0,87.04787954530158
200,3.799732759834968,9.5908369530331,2.73972602739726,outdoors,grass,61.0,5.0,1,37,0,32,4,21,1,2.0,18.0,3,0,0,0,0,0,0,0.8181818181818182,2.1712727272727275,9.090909090909092,119.6969696969697,77.65318181818182,4.165000000000006,161.66666666666666,161.66666666666666,161.66666666666666,0.0,41.93248541803041
184,-19.947237710560973,-15.155589219295615,0.5525525525525525,dome,fieldturf,,,0,35,2,28,4,17,1,3.0,14.0,9,2,34,10,0,0,0,0.47058823529411764,2.9477352941176465,29.411764705882355,39.338235294117645,54.77941176470589,-7.720588235294123,177.5,174.0,177.5,-3.5,109.30233300346337
375,14.293764206603946,5.447497591376305,1.0964912280701755,dome,matrixturf,,,1,37,1,45,4,24,1,3.0,15.0,9,0,0,4,0,0,0,0.7073170731707317,2.648325,12.195121951219512,123.52642276422765,68.05170731707318,2.6799999999999926,142.75,152.33333333333334,142.75,9.583333333333343,87.3818249599614
58,9.913806472613942,23.370016117890675,1.2608695652173914,outdoors,fieldturf,76.0,7.0,0,41,2,32,5,16,1,1.0,11.0,4,0,0,2,0,0,0,0.8333333333333334,,,,,,218.5,170.66666666666666,218.5,-47.83333333333334,143.74166642510679
8,-2.168585649225861,9.14948582649231,0.0,outdoors,fieldturf,81.0,4.0,1,44,3,43,8,30,1,6.0,30.0,9,0,0,2,0,0,0,1.0,,,,,,149.75,113.66666666666667,149.75,-36.08333333333333,104.46171547509643
117,-9.613629262534428,-3.583191335201263,1.2061855670103092,dome,grass,,,1,35,3,29,5,17,1,0.0,0.0,1,3,50,4,0,0,0,0.6666666666666666,2.6092000000000004,4.761904761904762,73.01587301587303,74.29714285714284,-7.6304761904761875,192.25,208.66666666666666,192.25,16.416666666666657,127.60192004825005
156,-0.0464042552249568,3.1432081013917923,0.5454545454545454,closed,fieldturf,,,0,31,1,29,4,10,2,2.0,9.0,6,1,0,3,0,0,0,0.5925925925925926,2.8501153846153846,11.11111111111111,84.79938271604938,57.8088888888889,1.4503703703703508,148.66666666666666,148.66666666666666,148.66666666666666,0.0,24.378952670968726
350,3.174312226501787,5.204265883990696,1.044776119402985,outdoors,grass,61.0,5.0,0,47,0,28,10,43,2,6.0,48.0,14,2,9,8,0,0,0,0.6521739130434783,2.700955555555556,8.695652173913043,84.51086956521738,63.19108695652174,2.026304347826091,260.3333333333333,260.3333333333333,260.3333333333333,0.0,39.06831623366092
319,22.430883390743485,13.1012120529225,0.9755351681957186,closed,matrixturf,,,1,39,1,35,1,1,0,1.0,0.0,4,0,0,4,0,0,0,0.775,2.8381499999999997,15.0,124.89583333333334,67.9505,9.549499999999997,189.0,189.0,189.0,0.0,42.579337712087536
168,-1.0221093465403952,-0.491202712059021,0.536741214057508,dome,fieldturf,,,1,29,2,32,4,8,0,0.0,0.0,5,1,13,1,0,1,0,0.5925925925925926,2.713925925925926,14.814814814814811,86.65123456790123,59.56037037037037,-0.301111111111112,173.66666666666666,173.66666666666666,173.66666666666666,0.0,56.58032638058333
52,-5.848786475718953,7.09460328022639,1.3,outdoors,grass,89.0,10.0,0,41,1,11,3,6,0,2.0,5.0,8,1,0,4,0,0,0,0.6923076923076923,,,,,,157.75,104.33333333333333,157.75,-53.41666666666667,115.5980824523775
270,16.188958369112918,5.857575876372201,1.0424710424710424,outdoors,grass,89.0,10.0,1,41,0,32,2,7,0,1.0,6.0,3,0,0,2,0,0,0,0.6756756756756757,2.581648648648649,21.62162162162162,124.83108108108108,66.18,1.387567567567558,203.5,140.0,203.5,-63.5,153.13719339206918
147,-5.220177533155578,6.717090474234687,1.2457627118644068,outdoors,grass,89.0,10.0,0,41,1,11,3,6,0,2.0,5.0,8,1,0,4,0,0,0,0.7,2.8151500000000005,5.0,86.87499999999999,66.6215,3.3785000000000025,157.75,104.33333333333333,157.75,-53.41666666666667,115.5980824523775
289,-5.439326392272233,-10.171916622381945,0.9059561128526644,outdoors,grass,88.0,6.0,1,46,1,23,4,19,2,2.0,17.0,1,1,0,13,0,0,0,0.55,2.874205128205128,35.0,84.27083333333334,55.115750000000006,-0.1157499999999984,190.33333333333334,190.33333333333334,190.33333333333334,0.0,4.9328828623162435
209,4.917184796040829,9.253221276131542,0.9330357142857144,outdoors,a_turf,73.0,7.0,1,41,3,15,5,20,0,3.0,18.0,7,1,0,4,0,0,0,0.7272727272727273,2.7365,18.181818181818183,113.63636363636364,70.71863636363636,2.00863636363637,168.75,170.66666666666666,168.75,1.9166666666666572,112.91995690163306
242,9.92136531109626,6.929043804605802,1.021097046413502,closed,grass,,,0,35,3,47,9,31,2,3.0,13.0,3,0,0,2,0,0,0,0.6923076923076923,2.7841923076923076,23.076923076923077,111.37820512820514,60.64961538461537,8.581153846153853,275.3333333333333,275.3333333333333,275.3333333333333,0.0,57.49202843293437
125,-10.354677599800777,-4.895710132338784,0.625,outdoors,grass,66.0,12.0,0,23,0,22,2,13,0,3.0,19.0,6,0,0,2,0,0,0,0.56,2.65616,28.000000000000004,69.58333333333334,55.4464,0.5536000000000101,242.66666666666666,242.66666666666666,242.66666666666666,0.0,113.4430841141642
200,-3.3043997842296657,-4.957857504487038,0.8403361344537815,closed,grass,,,1,41,0,26,5,30,0,6.0,36.0,7,2,44,8,0,1,0,0.6585365853658537,2.370731707317073,19.51219512195122,73.22154471544717,68.41536585365853,-2.5617073170731572,177.5,144.33333333333334,177.5,-33.16666666666666,114.86368732835746
262,4.143268179661794,7.550807576626539,0.8370607028753994,dome,matrixturf,,,0,32,2,30,4,22,1,2.0,14.0,7,2,0,5,0,0,0,0.7272727272727273,2.815303030303031,9.090909090909092,80.61868686868688,65.36969696969696,7.357575757575773,196.33333333333334,196.33333333333334,196.33333333333334,0.0,26.501572280401273
177,10.377943898333484,-1.6991593837738037,1.291970802919708,outdoors,grass,88.0,17.0,1,31,1,33,2,5,1,0.0,0.0,0,0,0,3,0,0,0,0.68,2.73668,20.0,114.91666666666669,73.68880000000001,-5.688800000000015,164.25,137.66666666666666,164.25,-26.583333333333343,98.04888236656925
337,21.450974295086887,15.024238659275902,1.3215686274509804,closed,matrixturf,,,0,51,1,31,7,30,1,1.0,12.0,4,0,0,1,0,0,0,0.7209302325581395,2.7605116279069772,9.30232558139535,118.0717054263566,61.50302325581396,10.58999999999999,300.0,300.0,300.0,0.0,149.01006677402705
203,-21.121796523494552,-5.677072468556855,0.7660377358490567,outdoors,fieldturf,81.0,4.0,0,34,1,17,4,22,0,2.0,17.0,12,2,93,7,0,0,0,0.5609756097560976,2.6327804878048786,21.951219512195124,57.26626016260163,56.9390243902439,-0.8414634146341413,272.6666666666667,272.6666666666667,272.6666666666667,0.0,76.63115119410209
130,-1.2928640485042706,-4.997034619251887,0.7784431137724551,outdoors,grass,88.0,6.0,0,43,2,16,11,84,1,2.0,18.0,3,0,0,5,0,0,1,0.625,2.353125,20.833333333333336,104.5138888888889,58.49125000000001,4.008749999999992,234.0,234.0,234.0,0.0,55.65069631190611
226,5.608728678049778,5.086048664870085,1.102439024390244,outdoors,grass,88.0,17.0,0,42,1,19,5,22,3,2.0,19.0,3,0,0,3,0,0,0,0.7407407407407407,3.1554074074074085,14.814814814814811,111.03395061728396,68.08518518518518,5.988888888888894,238.33333333333334,238.33333333333334,238.33333333333334,0.0,30.36994127971494
174,5.532238849337628,0.93662162621816,0.8877551020408163,outdoors,grass,72.0,7.0,0,38,2,26,6,8,1,0.0,0.0,0,0,0,2,0,0,0,0.6774193548387096,2.6342666666666665,9.67741935483871,92.6747311827957,67.20806451612906,0.5338709677419047,172.0,172.0,172.0,0.0,30.643106892089126
309,3.371967635811135,-8.329106665946341,1.0098039215686274,outdoors,grass,72.0,7.0,1,32,2,32,3,5,3,1.0,3.0,3,2,8,4,0,0,0,0.5789473684210527,3.0382368421052623,15.789473684210526,79.82456140350878,68.33315789473683,-10.43842105263156,168.75,173.66666666666666,168.75,4.916666666666657,71.37401487936629
150,-8.936443562660584,-0.4115720207874591,0.9803921568627452,outdoors,fieldturf,76.0,7.0,0,41,2,32,5,16,1,1.0,11.0,4,0,0,2,0,0,0,0.6,2.912833333333333,16.666666666666664,84.02777777777777,59.102,0.8980000000000032,218.5,170.66666666666666,218.5,-47.83333333333334,143.74166642510679
233,8.211450432493871,8.142503244536263,1.28021978021978,closed,astroturf,,,1,40,7,33,6,17,0,2.0,9.0,5,0,0,1,0,0,0,0.7857142857142857,2.623214285714286,0.0,125.14880952380952,76.73142857142857,1.8400000000000032,234.0,234.0,234.0,0.0,61.220911460055866
126,-8.409940210783478,7.095380624135335,1.05,outdoors,a_turf,73.0,7.0,0,47,1,21,5,22,1,3.0,17.0,4,1,4,2,0,0,0,0.6666666666666666,2.6152592592592594,3.7037037037037033,89.429012345679,67.99407407407408,-1.3274074074074207,109.5,76.33333333333333,109.5,-33.16666666666667,83.46855695410099
326,13.279796198068652,-2.154946114335741,1.1642857142857144,outdoors,grass,66.0,12.0,1,42,1,45,1,2,0,0.0,0.0,1,1,0,2,0,0,0,0.6904761904761905,2.7682619047619044,4.761904761904762,97.91666666666666,74.36095238095238,-5.313333333333333,190.75,157.66666666666666,190.75,-33.08333333333334,119.39953936259553
203,19.27563390720752,20.40544915944338,1.5263157894736843,outdoors,fieldturf,76.0,7.0,1,23,1,33,1,2,0,1.0,0.0,1,0,0,2,0,0,0,0.8235294117647058,3.0027058823529416,5.88235294117647,155.63725490196077,68.80058823529411,13.552352941176466,149.75,140.33333333333334,149.75,-9.416666666666657,83.28415215393622
313,18.28767629923104,11.439650104596064,1.1423357664233578,closed,fieldturf,,,1,31,4,42,7,27,2,1.0,6.0,2,1,23,1,0,2,0,0.7692307692307693,2.622692307692307,7.6923076923076925,125.96153846153844,69.25153846153846,7.671538461538475,249.66666666666666,249.66666666666666,249.66666666666666,0.0,70.7413127764345
212,-1.120958017301945,-11.36607618795501,0.8617886178861789,dome,grass,,,0,39,0,28,8,33,1,1.0,10.0,2,1,19,6,0,0,0,0.5945945945945946,3.2985135135135137,5.405405405405405,73.25450450450451,73.39270270270272,-13.93324324324326,245.33333333333334,245.33333333333334,245.33333333333334,0.0,40.10403138505322
108,-16.60359526718991,-24.49821518815082,0.5684210526315789,closed,astroturf,,,0,26,0,20,6,23,0,2.0,15.0,7,1,20,7,0,0,0,0.38461538461538464,3.1011599999999997,34.61538461538461,35.41666666666667,53.135384615384616,-14.67384615384615,227.33333333333334,227.33333333333334,227.33333333333334,0.0,15.695009822658072
111,-4.536941834476309,-0.2881464205290142,0.8740157480314961,outdoors,fieldturf,81.0,4.0,1,44,3,43,8,30,1,6.0,30.0,9,0,0,2,0,0,0,0.65,2.4750499999999995,5.0,96.04166666666669,72.90599999999999,-7.905999999999992,149.75,113.66666666666667,149.75,-36.08333333333333,104.46171547509643
389,15.072453184221198,-3.2675007763116257,0.7367424242424242,dome,matrixturf,,,1,33,0,32,1,11,1,1.0,11.0,2,0,0,4,0,0,0,0.6382978723404256,2.7529782608695648,17.02127659574468,111.0372340425532,65.98085106382979,-2.1510638297872333,172.5,180.0,172.5,7.5,25.03996805109783
228,-10.903446787652872,-0.3144454624917772,0.9344262295081968,closed,fieldturf,,,0,40,1,37,6,40,0,4.0,38.0,5,2,32,8,0,0,0,0.6944444444444444,2.49425,22.22222222222222,63.19444444444444,66.12972222222223,3.3147222222222155,189.2,266.6666666666667,189.2,77.4666666666667,128.50953272033948
236,8.69971042177006,6.860750371759588,0.9957805907172996,outdoors,grass,61.0,14.0,0,33,3,39,6,24,2,3.0,16.0,3,0,0,3,0,0,0,0.7352941176470589,2.4299999999999997,11.76470588235294,102.08333333333331,72.38352941176471,1.1458823529411717,172.25,192.0,172.25,19.75,46.28444663167099
237,11.848729786221256,-0.6138832441398075,1.021551724137931,outdoors,fieldturf,82.0,3.0,0,33,1,17,3,3,0,1.0,1.0,3,0,0,4,0,0,0,0.6206896551724138,2.722758620689655,31.03448275862069,127.4425287356322,54.84827586206896,7.220689655172421,166.8,186.0,166.8,19.19999999999999,85.1040539574937
258,11.639841439959127,15.93622402711348,2.504854368932039,outdoors,fieldturf,84.0,7.0,0,33,3,45,6,20,1,4.0,14.0,7,0,0,1,0,0,0,0.8260869565217391,2.6023478260869566,4.3478260869565215,152.98913043478262,76.90478260869564,5.703913043478266,217.8,176.0,217.8,-41.80000000000001,119.79440721502819
179,-7.894956491922907,-0.3177122771739959,1.098159509202454,outdoors,grass,78.0,2.0,1,28,1,27,3,20,0,1.0,16.0,2,3,20,4,0,0,0,0.7,2.5567,20.0,58.12499999999999,64.93149999999999,5.068500000000014,197.5,181.66666666666666,197.5,-15.833333333333343,61.02731628814538
318,2.664317194139585,6.204959228634834,0.7930174563591023,outdoors,grass,80.0,12.0,0,40,0,28,1,6,0,0.0,0.0,4,1,99,6,1,0,0,0.7073170731707317,2.879195121951219,19.51219512195122,91.3109756097561,68.72926829268293,2.0024390243902417,196.8,196.33333333333334,196.8,-0.46666666666666856,88.0607744685453
379,25.9806902520554,20.44649673625827,1.4747081712062258,outdoors,fieldturf,61.0,8.0,0,39,3,29,6,22,0,1.0,9.0,2,0,0,2,0,0,0,0.8787878787878788,2.9550606060606057,6.0606060606060606,134.7222222222222,72.30454545454545,15.574242424242428,182.0,143.33333333333334,182.0,-38.66666666666666,99.98249846848198
253,10.64589824559546,5.940981755654017,1.0284552845528456,outdoors,a_turf,66.0,3.0,1,38,1,31,2,7,1,1.0,8.0,5,1,0,3,0,0,0,0.7096774193548387,3.267870967741936,19.35483870967742,103.29301075268818,61.85967741935483,9.10806451612904,204.8,115.66666666666667,204.8,-89.13333333333334,128.19789389845684
341,23.413120006202856,16.30231229697957,1.24,outdoors,fieldturf,61.0,8.0,1,31,1,31,1,2,0,0.0,0.0,2,1,3,6,0,0,0,0.8235294117647058,2.8776470588235292,17.647058823529413,135.41666666666669,57.55029411764705,24.80264705882353,208.0,178.0,208.0,-30.0,69.05553320818446
251,-8.766111446794405,0.0078507512807846,0.7404129793510325,outdoors,fieldturf,84.0,7.0,1,32,2,28,5,21,2,2.0,14.0,9,3,17,11,0,0,1,0.65,2.9234249999999995,25.0,76.14583333333334,62.7545,2.2455,178.8,226.33333333333334,178.8,47.53333333333333,94.70322064217247
220,1.979036984499544,8.129388710548138,1.1,closed,grass,,,1,40,3,29,4,22,0,3.0,28.0,6,0,0,2,0,0,0,0.7419354838709677,2.889774193548387,12.903225806451612,93.48118279569894,67.35290322580644,6.840645161290325,233.75,253.0,233.75,19.25,49.989165492801206
212,12.359543740560534,-1.1634295356684718,0.9422222222222222,closed,fieldturf,,,1,34,2,18,2,3,0,0.0,0.0,3,0,0,3,0,0,0,0.6896551724137931,2.547965517241379,10.344827586206897,113.00287356321842,68.54758620689657,0.4179310344827485,232.0,210.33333333333334,232.0,-21.666666666666657,33.726843908080106
256,11.485191292514582,14.81027743395637,0.89198606271777,outdoors,grass,77.0,8.0,0,37,2,26,9,42,0,3.0,27.0,3,0,0,1,0,0,0,0.75,2.537638888888889,11.11111111111111,121.99074074074076,65.33583333333333,9.664166666666674,160.4,134.66666666666666,160.4,-25.73333333333335,75.955908262623
166,-6.124441063523405,3.938473709698381,1.509090909090909,dome,matrixturf,,,1,44,0,30,6,33,1,5.0,29.0,9,1,0,4,0,0,0,0.7586206896551724,2.683862068965517,6.896551724137931,86.27873563218391,71.63999999999999,4.222068965517252,245.6,256.0,245.6,10.400000000000006,72.34846231952687
280,0.5049775303469999,-2.2626442683709636,0.6730769230769231,outdoors,grass,80.0,6.0,1,35,0,16,5,21,0,6.0,23.0,8,0,0,9,0,0,0,0.6052631578947368,3.085447368421053,18.421052631578945,100.76754385964912,58.109999999999985,2.4163157894736997,213.25,247.0,213.25,33.75,109.73111075108402
23,0.7288865833543241,-5.814893543720245,0.4339622641509434,outdoors,grass,78.0,2.0,0,36,3,43,5,22,0,2.0,17.0,4,0,0,0,0,0,0,0.5,,,,,,184.5,165.0,142.6,-19.5,114.58752113559312
283,3.908267046055964,5.117593841119246,0.9188311688311688,outdoors,fieldturf,82.0,3.0,1,46,1,37,6,50,1,5.0,49.0,14,0,0,3,0,0,0,0.6956521739130435,2.896,19.565217391304348,100.18115942028984,63.81956521739131,5.745652173913037,309.25,361.6666666666667,309.25,52.416666666666686,123.064684888341
221,-0.7439143976450786,8.061216115951538,1.0574162679425838,outdoors,grass,80.0,12.0,1,31,1,33,5,13,1,3.0,11.0,8,1,2,5,0,0,0,0.72,2.7505200000000003,24.0,95.58333333333334,60.9052,11.0948,155.6,119.66666666666667,155.6,-35.93333333333332,100.22624406810823
342,14.00177889080927,-0.9093616157770156,1.179310344827586,dome,matrixturf,,,0,47,4,38,3,5,0,1.0,9.0,10,0,0,5,0,0,0,0.673469387755102,2.5614375000000003,8.16326530612245,100.89285714285714,71.13346938775511,-3.786530612244917,212.75,221.0,212.75,8.25,39.32238548206352
44,-1.4209170275717042,23.1281836827596,2.588235294117647,dome,matrixturf,,,1,44,0,30,6,33,1,5.0,29.0,9,1,0,4,0,0,0,0.75,,,,,,245.6,256.0,245.6,10.400000000000006,72.34846231952687
198,-1.3048395836655962,8.688226231822261,0.8114754098360656,outdoors,grass,77.0,8.0,1,33,3,37,3,20,1,3.0,19.0,8,1,7,2,0,0,0,0.6333333333333333,2.7717931034482763,16.666666666666664,90.69444444444444,57.14233333333334,6.190999999999988,235.25,223.0,235.25,-12.25,25.55223408367
244,18.24793267996667,19.440503473635072,1.1844660194174756,outdoors,grass,78.0,2.0,0,36,3,43,5,22,0,2.0,17.0,4,0,0,0,0,0,0,0.8518518518518519,2.4889259259259258,11.11111111111111,143.90432098765433,69.14222222222224,16.042962962962946,184.5,165.0,142.6,-19.5,114.58752113559312
9,-1.2116199531592429,-8.090043067932129,0.2903225806451613,closed,fieldturf,,,1,34,2,18,2,3,0,0.0,0.0,3,0,0,3,0,0,0,0.5,,,,,,232.0,210.33333333333334,232.0,-21.666666666666657,33.726843908080106
225,7.479521064558307,-3.1505967179934182,1.0180995475113122,dome,sportturf,,,1,42,1,23,7,14,0,0.0,0.0,1,0,0,3,0,0,0,0.6774193548387096,2.615645161290322,22.58064516129032,99.5295698924731,65.68387096774192,2.0580645161290363,255.25,262.6666666666667,255.25,7.416666666666686,71.61180070351534
242,4.242067022660045,0.7757284988959631,0.7610062893081762,outdoors,grass,80.0,6.0,0,45,2,30,5,22,0,2.0,14.0,8,0,0,2,0,0,0,0.6153846153846154,2.684692307692307,7.6923076923076925,87.76709401709402,60.50282051282052,1.03564102564102,215.0,224.0,215.0,9.0,49.49747468305832
273,9.731839577931728,13.75612137573106,1.2816901408450705,outdoors,a_turf,66.0,3.0,0,44,1,13,6,9,2,4.0,6.0,8,0,0,1,0,0,0,0.7333333333333333,3.1745666666666676,16.666666666666664,101.11111111111111,60.50099999999999,12.832333333333338,112.8,99.66666666666667,112.8,-13.133333333333326,72.66154416195681
231,14.006386082944797,-0.7532947737237682,0.9665271966527196,dome,matrixturf,,,0,31,1,27,6,18,1,1.0,5.0,1,0,0,2,0,0,0,0.5769230769230769,2.9212000000000007,15.384615384615383,100.0,56.385769230769235,1.3065384615384517,142.0,90.66666666666667,142.0,-51.33333333333333,92.11134566382145
